Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
CID_6466,EFSA,2012,1314,Human health,subchronic,Rat,oral: unspecified,90.0,NOAEL,=,680.0,mg/kg bw/day,organ weights,nephrotoxicity,680.0,=,,True,6466,346.4,,IXORZMNAPKEEDV-OBDJNFEBSA-N,False,,
CID_5960,EFSA ANS,2008,558,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,700.0,mg/kg bw/day,histopathology neoplastic,nephrotoxicity,700.0,=,,True,5960,133.1,,CKLJMWTZIZZHCS-REOHCLBHSA-N,False,,
L-Lysine sulphate (solid) produced using C. glutamicum DSM 24990,EFSA FEEDAP,2019,3159,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,531.0,mg/kg bw,gross pathology,nephrotoxicity,531.0,=,,True,,,,,False,,Not Found
CID_92912,EFSA ANS,2008,558,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,700.0,mg/kg bw/day,histopathology neoplastic,nephrotoxicity,700.0,=,,True,92912,288.49,,RXMQCXCANMAVIO-CEOVSRFSSA-L,False,,
CID_154824292,EFSA ANS,2009,521,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,700.0,mg/kg bw/day,histopathology neoplastic,nephrotoxicity,700.0,=,,True,154824292,319.13,,UHRYKMBSVMIMEX-CEOVSRFSSA-L,False,,
CID_146170629,EFSA,2017,2963,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,328.0,mg/kg bw/day,organ weights,nephrotoxicity,328.0,=,,True,146170629,272.3,,KKGLWAGKUHWHHE-UHFFFAOYSA-N,False,,
Potassium L-aspartate,EFSA ANS,2008,558,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,700.0,mg/kg bw/day,histopathology neoplastic,nephrotoxicity,700.0,=,,True,,,,,True,"6454950,23676147,23672742,86593468,76958213",Ambiguous Identity
Pyrroloquinoline quinone disodium salt,EFSA NDA,2017,3008,Human health,subchronic,Rat,oral: gavage,90.0,NOAEL,=,100.0,mg/kg bw/day,urinalysis,nephrotoxicity,100.0,=,,True,,,,,True,"3078772,66657480,16218548,91864988",Ambiguous Identity
Sintofen (aka cintofen),EFSA,2010,1270,Human health,subchronic,Rat,oral: unspecified,90.0,NOAEL,=,16.5,mg/kg bw/day,histopathology non neoplastic,nephrotoxicity,16.5,=,,True,,,,,False,,Not Found
Smoke Flavouring SmokEz C-10,EFSA CEF,2012,2139,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,535.0,mg/kg bw/day,organ weights,nephrotoxicity,535.0,=,,True,,,,,False,,Not Found
Smoke Flavouring SmokEz Enviro 23,EFSA CEF,2012,2138,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,598.0,mg/kg bw/day,organ weights,nephrotoxicity,598.0,=,,True,,,,,False,,Not Found
CID_17607,EFSA,2010,1203,Human health,subchronic,Rat,inhalation: unspecified,90.0,NOAEL,=,100.0,mg/kg,histopathology non neoplastic,nephrotoxicity,100.0,=,,True,17607,102.06,,OBTWBSRJZRCYQV-UHFFFAOYSA-N,False,,
CID_11205153,EFSA,2013,2745,Human health,subchronic,Rat,oral: unspecified,90.0,NOAEL,=,24.7,mg/kg bw/day,not reported,nephrotoxicity,24.7,=,,True,11205153,390.4,,XSKZXGDFSCCXQX-UHFFFAOYSA-N,False,,
CID_5569,EFSA,2005,1054,Human health,subchronic,Rat,Not reported,90.0,NOAEL,=,2.6,mg/kg bw/day,urinalysis,nephrotoxicity,2.6,=,,True,5569,335.28,,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,False,,
CID_5569,EFSA,2009,1188,Human health,subchronic,Rat,oral: unspecified,90.0,NOAEL,=,2.6,mg/kg bw/day,urinalysis,nephrotoxicity,2.6,=,,True,5569,335.28,,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,False,,
Zinc L-aspartate,EFSA ANS,2008,558,Human health,subchronic,Rat,oral: feed,90.0,NOAEL,=,700.0,mg/kg bw/day,histopathology neoplastic,nephrotoxicity,700.0,=,,True,,,,,True,"13270164,10198072",Ambiguous Identity
